City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
603,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-7.01,77,40,4.47,snow
604,Ossora,RU,59.2353,163.0719,-13.32,86,89,6.67,overcast clouds
605,Mercedes,AR,-34.6515,-59.4307,86.79,21,8,11.21,clear sky
606,Nova Londrina,BR,-22.7658,-52.985,69.17,83,35,8.63,scattered clouds
607,Matamoros,MX,25.5333,-103.25,75.11,14,0,5.3,clear sky
608,Suluq,LY,31.6682,20.2521,57.31,75,2,2.68,clear sky
609,Finnsnes,NO,69.2296,17.9811,-8.79,95,62,5.93,broken clouds
610,Madimba,TZ,-10.4,40.3333,79.56,82,26,8.97,scattered clouds
611,Abalak,RU,58.1286,68.5944,-25.04,100,52,3.15,broken clouds
612,Kohima,IN,25.6667,94.1167,46.71,69,0,3.6,clear sky
613,Bayangol,RU,50.6977,103.4656,-14.91,99,28,3.91,scattered clouds
614,Lewistown,US,40.5992,-77.5714,49.8,75,0,0.0,light intensity drizzle
615,Watertown,US,42.3709,-71.1828,39.42,94,100,13.8,overcast clouds
616,Beringovskiy,RU,63.05,179.3167,-13.45,93,87,10.11,overcast clouds
617,Hasaki,JP,35.7333,140.8333,32.22,46,58,5.97,broken clouds
618,Elliot Lake,CA,46.3834,-82.6331,22.57,98,100,1.16,overcast clouds
619,Bondoukou,CI,8.0333,-2.8,78.21,25,81,2.62,broken clouds
620,Hambantota,LK,6.1241,81.1185,74.82,84,28,10.11,scattered clouds
621,Tezu,IN,27.9167,96.1667,56.52,37,0,4.52,clear sky
622,Inhambane,MZ,-23.865,35.3833,78.46,88,65,7.07,broken clouds
623,Buala,SB,-8.145,159.5921,84.29,72,43,7.14,scattered clouds
624,Ambilobe,MG,-13.2,49.05,73.51,94,94,3.09,overcast clouds
625,Peniche,PT,39.3558,-9.3811,51.46,76,0,2.91,clear sky
626,Lalibela,ET,12.0333,39.0333,57.07,49,4,3.78,clear sky
627,Royken,NO,59.7475,10.3936,24.62,97,100,3.15,light snow
628,Dyurtyuli,RU,55.4911,54.8688,14.76,95,100,10.07,light snow
629,Nouadhibou,MR,20.931,-17.0347,73.38,27,5,5.75,clear sky
630,Barcarena,BR,-1.5058,-48.6258,84.25,87,51,10.11,broken clouds
631,Huilong,CN,31.8111,121.655,43.93,93,85,5.53,overcast clouds
632,Monmouth,US,40.3001,-74.1663,51.1,76,97,6.78,overcast clouds
633,Mahajanga,MG,-15.7167,46.3167,77.74,79,68,3.13,light rain
634,Safford,US,32.834,-109.7076,56.12,40,95,4.59,overcast clouds
635,Khor,RU,47.8861,134.9464,-16.73,100,74,3.06,broken clouds
636,Siavonga,ZM,-16.5382,28.7088,75.04,80,77,3.38,broken clouds
637,Goderich,CA,43.7501,-81.7165,36.91,93,100,4.61,overcast clouds
638,Vagur,FO,61.4732,-6.8119,39.63,97,100,35.72,moderate rain
639,Avera,US,33.194,-82.5271,62.11,55,2,8.37,clear sky
640,Capao Da Canoa,BR,-29.7456,-50.0097,71.47,77,0,7.54,clear sky
641,Heze,CN,35.2431,115.4411,34.38,68,1,7.11,clear sky
642,Pisco,PE,-13.7,-76.2167,71.65,78,0,18.41,clear sky
643,Xining,CN,36.6167,101.7667,21.6,26,0,1.88,clear sky
644,Mbandaka,CD,0.0487,18.2603,71.04,93,75,4.54,broken clouds
645,Severnyy-Kospashskiy,RU,59.0925,57.8008,-4.4,82,100,3.85,overcast clouds
646,San Luis,AR,-33.295,-66.3356,87.46,21,32,9.06,scattered clouds
647,Atoyac,MX,20.0167,-103.5333,80.53,22,1,5.64,clear sky
648,Yar-Sale,RU,66.8333,70.8333,-15.48,99,100,12.48,overcast clouds
649,Mbuji-Mayi,CD,-6.15,23.6,68.4,96,97,0.56,light rain
650,Rawson,AR,-43.3002,-65.1023,82.35,33,57,31.27,broken clouds
651,Hella,NO,67.2,14.4333,23.14,54,0,27.63,clear sky
652,Helena,US,46.5927,-112.0361,40.17,69,100,1.01,overcast clouds
653,Pedra Azul,BR,-16.0053,-41.2972,68.32,98,99,2.68,light rain
654,Jinchang,CN,38.4953,102.1739,28.98,17,0,6.13,clear sky
655,Hirara,JP,24.8,125.2833,68.27,68,75,10.36,broken clouds
656,Las Palmas,ES,28.4204,-14.0131,59.79,67,0,9.22,clear sky
657,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,71.53,17,0,5.28,clear sky
658,Dedougou,BF,12.4667,-3.4667,73.65,24,48,6.44,scattered clouds
659,Eydhafushi,MV,5.1033,73.0708,79.61,71,2,10.98,clear sky
660,George,ZA,-33.963,22.4617,59.67,84,64,6.76,light rain
661,Churapcha,RU,62.0025,132.4325,-28.48,99,100,2.28,overcast clouds
662,Grafenhainichen,DE,51.7333,12.45,50.41,91,95,3.71,overcast clouds
663,Saint-Pierre,RE,-21.3393,55.4781,76.68,73,61,4.61,broken clouds
664,Erzin,TR,36.9559,36.2,50.9,77,42,1.23,scattered clouds
665,Charters Towers,AU,-20.1,146.2667,68.94,83,100,11.01,overcast clouds
666,Kaniama,CD,-7.5667,24.1833,64.87,97,86,2.08,light rain
667,Egvekinot,RU,66.3167,-179.1667,-15.0,91,97,11.45,overcast clouds
668,Gimbi,ET,9.1667,35.8333,55.72,68,10,1.43,clear sky
669,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.97,98,99,2.26,light rain
670,Anadyr,RU,64.75,177.4833,-5.01,83,100,13.42,light snow
671,Kloulklubed,PW,7.0419,134.2556,82.33,79,100,14.43,overcast clouds
672,High Level,CA,58.5169,-117.136,5.11,92,75,0.0,broken clouds
673,Bandundu,CD,-3.3167,17.3667,72.07,94,100,1.88,overcast clouds
674,Kangaatsiaq,GL,68.3065,-53.4641,-4.13,91,86,8.46,overcast clouds
675,Alamos,MX,27.0167,-108.9333,84.11,12,0,5.73,clear sky
676,Palana,RU,59.1167,159.9667,-11.52,92,87,10.29,overcast clouds
677,Mayya,RU,61.7333,130.2811,-24.47,99,99,1.36,overcast clouds
678,Manaure,CO,11.7751,-72.4445,81.19,65,6,14.52,clear sky
679,Terre Haute,US,39.4667,-87.4139,37.96,76,100,3.0,overcast clouds
680,Plettenberg Bay,ZA,-34.0527,23.3716,60.87,86,98,5.21,light rain
681,Itarema,BR,-2.9248,-39.9167,79.47,74,45,15.03,scattered clouds
682,Dalen,NL,52.6992,6.7556,51.04,88,100,10.0,overcast clouds
683,Meadow Lake,US,34.8014,-106.5436,48.43,48,93,4.03,overcast clouds
684,Chumikan,RU,54.7183,135.315,-10.43,91,8,18.57,clear sky
685,Maua,BR,-23.6678,-46.4614,62.89,96,100,7.67,overcast clouds
686,Gombong,ID,-7.6072,109.5142,75.18,92,100,2.73,overcast clouds
687,Resistencia,AR,-27.4606,-58.9839,93.25,20,0,10.36,clear sky
688,Jimenez,MX,28.3333,-105.4,76.68,13,0,8.5,clear sky
689,Kisangani,CD,0.5167,25.2,71.22,85,36,2.19,scattered clouds
690,Dharchula,IN,29.85,80.5333,45.46,15,0,9.22,clear sky
691,Zhigansk,RU,66.7697,123.3711,-44.05,100,99,1.12,overcast clouds
692,El Chichicaste,HN,14.0667,-86.3,76.46,65,8,4.41,clear sky
693,Senno,RU,59.5336,33.9167,-14.75,100,9,2.44,clear sky
694,Ericeira,PT,38.9627,-9.4156,54.77,94,0,1.54,clear sky
695,Myre,NO,69.1036,15.9492,24.75,66,0,15.73,clear sky
696,Zabaykalsk,RU,49.6333,117.3167,-21.55,98,12,0.49,few clouds
697,Podgornoye,RU,51.735,39.1496,32.22,93,100,8.95,light snow
698,Trairi,BR,-3.2778,-39.2689,79.09,76,4,10.56,clear sky
699,Paraguacu Paulista,BR,-22.4128,-50.5758,63.18,92,100,13.51,overcast clouds
700,Thinadhoo,MV,0.5333,72.9333,80.06,68,2,8.66,clear sky
701,Kieta,PG,-6.2167,155.6333,83.59,77,65,7.87,light rain
702,Krasyliv,UA,49.6519,26.9725,40.24,94,100,18.79,light rain
703,Skibbereen,IE,51.55,-9.2667,50.11,78,26,15.59,scattered clouds
704,Acopiara,BR,-6.0953,-39.4525,79.66,37,88,2.98,overcast clouds
705,Angleton,US,29.1694,-95.4319,75.33,54,0,2.26,clear sky
706,Wellington,NZ,-41.2866,174.7756,67.59,93,75,11.5,broken clouds
707,Yigou,CN,35.8114,114.3167,37.98,36,2,2.84,clear sky
708,Beloha,MG,-25.1667,45.05,72.21,86,100,10.36,overcast clouds
709,Porto Velho,BR,-8.7619,-63.9039,80.65,74,40,3.44,scattered clouds
710,Broken Hill,AU,-31.95,141.4333,72.95,36,0,13.89,clear sky
711,Noumea,NC,-22.2763,166.4572,89.58,99,100,1.95,overcast clouds
712,Rovenki,UA,48.0833,39.3776,38.55,97,100,15.37,overcast clouds
713,Road Town,VG,18.4167,-64.6167,78.84,78,20,11.5,few clouds
714,Manta,EC,-0.95,-80.7333,85.78,62,75,21.85,broken clouds
