City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
638,Bagnols-Sur-Ceze,FR,50.22,overcast clouds,44.1599,4.6178,Château du Val de Cèze
639,Monte Patria,CL,74.44,clear sky,-30.6919,-70.9467,Hotel Monte Cordillera
640,Victor Harbor,AU,92.68,clear sky,-35.5667,138.6167,Hotel Victor
642,Dillon,US,47.25,few clouds,34.4166,-79.3712,Quality Inn
643,Opunake,NZ,68.85,light rain,-39.4556,173.8583,Headlands Hotel and Restaurant Opunake
647,Banda Aceh,ID,77.94,broken clouds,5.5577,95.3222,Hotel 61
648,Buzmeyin,TM,45.95,clear sky,38.0507,58.2056,Myhmanhana
649,Lastoursville,GA,72.55,overcast clouds,-0.8143,12.7287,Hotel Tchenga
650,Praia Da Vitoria,PT,57.76,overcast clouds,38.7333,-27.0667,Salles
651,North Platte,US,29.12,few clouds,41.1239,-100.7654,Howard Johnson Inn - North Platte
652,Taltal,CL,68.83,clear sky,-25.4,-70.4833,Hostería Taltal
653,Huancabamba,PE,59.27,light rain,-5.2386,-79.4506,Hotel Chicuate
654,Papetoai,PF,85.59,overcast clouds,-17.4961,-149.8729,Ancien Intercontinental (fermé)
655,Plettenberg Bay,ZA,59.95,scattered clouds,-34.0527,23.3716,Milkwood Manor
657,Gladstone,AU,85.78,scattered clouds,-23.85,151.25,Gladstone Downtown Central
658,Warri,NG,75.52,scattered clouds,5.5167,5.75,Warri Sapele Road
659,Vao,NC,79.88,overcast clouds,-22.6667,167.4833,Nataiwatch
660,Ayni,TJ,29.71,scattered clouds,39.3941,68.5377,Меҳмонхона СУҒД
661,Limon,CR,74.05,clear sky,10.0,-83.0333,Hotel NG
662,Dandong,CN,21.2,few clouds,40.1292,124.3947,Lifes
664,Bhimunipatnam,IN,65.71,clear sky,17.8833,83.4333,Hotel Beach Paradise
665,Bhadrachalam,IN,63.25,clear sky,17.6667,80.8833,Haritha hotel (Telangana tourism hotel)
666,Ouesso,CG,71.01,overcast clouds,1.6136,16.0517,Auberge Nianina
669,Maceio,BR,76.44,clear sky,-9.6658,-35.7353,Maceió Hostel e Pousada
670,Stulovo,RU,-15.56,scattered clouds,58.7225,50.1439,Victoria Village
671,Jacmel,HT,80.44,clear sky,18.2342,-72.5347,Hotel L'Amenitie
672,Hasaki,JP,42.22,overcast clouds,35.7333,140.8333,大新旅館
673,Aktau,KZ,39.78,overcast clouds,43.65,51.2,Гульдана
674,Venustiano Carranza,MX,66.18,clear sky,19.43,-99.0992,City Express
675,Dingalan,PH,76.17,broken clouds,15.3897,121.3929,Fildaneinn
676,Fenoarivo,MG,64.47,broken clouds,-18.933,47.4354,Les Herons
677,Mbandaka,CD,73.18,overcast clouds,0.0487,18.2603,Hôtel Epervier
678,Okha,RU,-8.46,few clouds,53.5739,142.9478,Сфера
680,Dong Hoi,VN,66.33,broken clouds,17.4833,106.6,Nhà hàng Amor Palace
